區域,廠區,客戶別,Ngày tháng,產品類型,Linh kiện,SN Number,Hiện tượng,維修方式,Hạng mục lỗi,維修數量,維修工時,節省金額/USD,結果
CHV,CHVP2,A31(AFT）,2025-08-11,HDMI類,HDMI2.1,TPE-20230425-089,"no power,电容短路",把电容,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-11,TypeC類,TypeC2,TPE-20221205-091,接口損壞(pin pab 不好),换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-11,TypeC類,TypeC2,TPE-20221205-280,全部pin pab 壞了,报废,自然磨損,1.0,0.5,,报废
CHV,CHVP2,A31(AFT）,2025-08-11,TypeC類,TypeC2,TPE-20221205-112,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-11,TypeC類,TypeC2,TPE-20210315-120,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-08-12,TypeC類,TypeC2,TPE-20210315-057,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2025-08-12,TypeC類,TypeC2,TPE-20221205-225,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-08-12,TypeC類,TypeC2,TPE-20221205-261,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-08-12,HDMI類,HDMI2.0,TPE-20201109-004,更新06ROM,更新06ROM,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-08-12,HDMI類,HDMI2.0,TPE-20221121-118,更新06ROM,更新06ROM,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-08-12,DP類,DP1.4,TPE-20210624-025,LCD IC跟上蓋外殼短路,贴膠带固定,自然磨損,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-13,TypeC類,TypeC2,TPE-20221205-252,"接口損壞,不开始",等分析,自然磨損,1.0,3.0,,NG
CHV,CHVP2,A31(AFT）,2025-08-13,TypeC類,TypeC2,TPE-20210315-093,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-13,TypeC類,TypeC2,TPE-20221202-086,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-13,HDMI類,HDMI2.0,TPE-20191014-175,更新06ROM,更新06ROM,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-08-14,DP類,DP1.4,TPE-20230624-050,LCD 白屏幕,更新2.3.4版本a版,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-08-14,USB類,簡易USB,KS-20190828-121,没有USB2.0,换IC USU14,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-14,TypeC類,TypeC2,TPE-20210315-273,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-14,TypeC類,TypeC2,TPE-20221205-066,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-15,TypeC類,TypeC2,TPE-20221205-252,接口損壞,"换接口,更新28ROM",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-15,USB類,簡易USB,KS-20190828-226,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-15,USB類,簡易USB,KS-20190828-227,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-15,TypeC類,TypeC2,TPE-20210315-088,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-20,TypeC類,TypeC2,TPE-20210315-040,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-20,TypeC類,TypeC3 Plus,TPE-20250417-176,fail charge test,"NTF pass,可能产线用Adapter不对",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-21,TypeC類,TypeC2,TPE-20221205-226,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-21,TypeC類,TypeC2,TPE-20210315-125,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-21,TypeC類,TypeC2,TPE-20210315-003,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-22,TypeC類,TypeC2,TPE-20210315-047,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-22,TypeC類,TypeC2,TPE-20221205-259,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-22,TypeC類,TypeC2,TPE-20210315-025,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-22,TypeC類,TypeC3,TPE-20240527-253,ESD 損壞,加换新ESD,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-25,TypeC類,TypeC3,TPE-20240527-277,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-25,TypeC類,TypeC3,TPE-20240527-058,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-25,TypeC類,TypeC3,TPE-20240527-127,更新4.90.3 版本,更新4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-25,TypeC類,TypeC3,TPE-20240527-258,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-25,TypeC類,TypeC3,TPE-20240527-175,更新4.90.3 版本,更新4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-25,TypeC類,TypeC3,TPE-20240527-289,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-25,TypeC類,TypeC3,TPE-20240527-238,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-25,TypeC類,TypeC3,TPE-20240527-204,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-26,VSB類,VSB DP,TPE-20250326-027,接续不良,重焊接,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-26,TypeC類,TypeC3,TPE-20240527-175,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-26,TypeC類,TypeC3,TPE-20240527-227,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-26,TypeC類,TypeC3 Plus,TPE-20250417-112,NTF,NTF,自然磨損,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-26,HDMI類,HDMI2.1,NO SN,No Moniter,换接口，换SPQ7,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-27,TypeC類,TypeC2,TPE-20210315-103,接口損壞,"换接口,rework barrel",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-27,DP類,DP1.1,TPE-20191104-108,接口損壞,换接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-29,TypeC類,TypeC3,TPE-20240527-190,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-29,DP類,DP1.1,TPE-20190107-DP-55,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-29,DP類,DP1.1,TPE-20191104-073,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-29,DP類,DP1.1,TPE-20191104-022,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-29,DP類,DP1.1,TPE-20191016-567,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-29,DP類,DP1.1,TPE-20191016-658,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-29,DP類,DP1.1,TPE-20191016-649,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-30,TypeC類,TypeC2,TPE-20221205-036,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-30,DP類,DP1.1,TPE-20191016-581,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-30,DP類,DP1.1,TPE-20191016-620,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-09-01,HDMI類,HDMI2.0,TPE-20230822-009,No Moniter,换接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-01,TypeC類,TypeC2,TPE-20210315-045,"不开始,用旧版","换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-01,TypeC類,TypeC3,TPE-20240527-263,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-01,TypeC類,TypeC3,TPE-20240527-288,更新FX3,更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-02,TypeC類,TypeC2,TPE-20210315-298,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-02,TypeC類,TypeC2,TPE-20221205-179,不开始,更新28ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-03,TypeC類,TypeC2,TPE-20210315-054,"接口損壞,pin pad notgood",换接口，跳线,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-03,TypeC類,TypeC2,TPE-20210315-036,"接口損壞,pin pad notgood",换接口，跳线,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-03,TypeC類,TypeC3 Plus,TPE-20250417-026,"NTF,用SW10版本测试Fail",NTF，用SW17版本测试pass,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-04,TypeC類,TypeC2,TPE-20221205-183,不开始,更新28ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-04,TypeC類,TypeC2,TPE-20221205-224,"接口損壞,pin pad not good","换接口,跳线",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-04,TypeC類,TypeC2,TPE-20210315-120,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-04,TypeC類,TypeC2,TPE-20221205-204,用20ROM,更新28ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-04,TypeC類,TypeC2,TPE-20210315-037,"接口損壞,用26ROM,Pin pad NG","换接口,rework barrel,跳线",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-08,TypeC類,TypeC2,TPE-20210315-093,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-08,TypeC類,TypeC2,TPE-20210315-103,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-08,TypeC類,TypeC2,TPE-20210315-082,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-08,DP類,DP1.4,TPE-20210623-088,EDID mode:UNKNOW,换SD卡，更新2.3.4c版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-08,TypeC類,TypeC2,TPE-20221205-251,"接口損壞,pin pad not good","换接口,跳线",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-09-08,TypeC類,TypeC2,TPE-20221205-175,pin pad not good,跳线,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-09-09,TypeC類,TypeC2,TPE-20210315-125,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-09,TypeC類,TypeC2,TPE-20210315-002,pin pad not good,不能修,自然磨損,1.0,0.5,,报废
CHV,CHVP2,A31(AFT）,2025-09-09,TypeC類,TypeC2,TPE-20221205-274,pin pad not good,跳线,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-09-09,TypeC類,TypeC2,TPE-20221205-223,用旧版18ROM,更新28ROM版本,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-09-10,HDMI類,HDMI2.1,TPE-20230816-058,No Moniter,换IC HDMI U2,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-10,TypeC類,TypeC3,TPE-20240527-123,用旧版,更新FW4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-10,TypeC類,TypeC3,TPE-20240527-277,Charge fail,重测PASS可能NB battery 不够,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-10,TypeC類,TypeC3,TPE-20240527-051,插入後無法識別的錯誤紙條,重测PASS,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-10,TypeC類,TypeC3,TPE-20240527-017,TBT Fail,更换SSD卡,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-09-11,TypeC類,TypeC3,TPE-20240527-129,不开始,更新FW,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-11,TypeC類,TypeC3,TPE-20240130-056,usbview看bottom面没有,换USD26,自然磨損,1.0,6.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-15,HDMI類,HDMI2.1,TPE-20230425-082,"no power,电容短路",把电容,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-09-15,TypeC類,TypeC3,TPE-20240527-027,不开始,更新FW,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-22,TypeC類,TypeC3,TPE-20240527-054,不开始,更新FW4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-22,TypeC類,TypeC3,TPE-20240527-162,用旧版,更新FW4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-22,TypeC類,TypeC3,TPE-20240527-137,用旧版,更新FW4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-22,TypeC類,TypeC3,TPE-20240527-260,用旧版,更新FW4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-22,TypeC類,TypeC3,TPE-20240527-210,用旧版,更新FW4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-22,TypeC類,TypeC3,TPE-20240527-272,用旧版,更新FW4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-25,DP類,DP1.4,TPE-20250411-009,EDID mode:UNKNOW,换SD卡，更新2.3.4a版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-25,DP類,DP1.4,TPE-20250411-005,EDID mode:UNKNOW,换SD卡，更新2.3.4a版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-25,DP類,DP1.4,TPE-20250411-013,EDID mode:UNKNOW,换SD卡，更新2.3.4a版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-25,TypeC類,TypeC3,TPE-20240527-125,用旧版,更新FW4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-25,IO類,Openshort2,TPE-20230505-045,不开始,按钮没有接地,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-25,HDMI類,HDMI2.1,TPE-20220815-058,用旧版,更新3.6.20B版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-26,DP類,DP1.1,TPE-20191104-089,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-26,DP類,DP1.1,TPE-20191104-006,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-26,DP類,DP1.1,TPE-20191104-069,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-26,DP類,DP1.1,TPE-20191104-083,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-29,TypeC類,TypeC2,TPE-20210315-128,接口損壞,换接口，rework barrel,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-29,TypeC類,TypeC2,TPE-20210315-110,接口損壞,换接口，rework barrel,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2025-09-29,TypeC類,TypeC2,TPE-20221205-077,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-09-29,TypeC類,TypeC3 Plus,TPE-20250211-108,"ESD,接口損壞","换ESD,接口",自然磨損,1.0,4.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-30,TypeC類,TypeC3 Plus,TPE-20250417-176,1 个port不开始,更新SN,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-30,TypeC類,TypeC3 Plus,TPE-20250417-004,NTF,NTF,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-30,TypeC類,TypeC3 Plus,TPE-20250417-175,NTF,NTF,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-09-30,HDMI類,HDMI2.0,TPE-20230822-085,IC TMDS181 損壞,换IC ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-01,TypeC類,TypeC2,TPE-20221205-190,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-01,VSB類,VSB DP,TPE-20250213-072,接口接续不好,重焊接,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-01,TypeC類,TypeC2,TPE-20221205-276,"接口損壞,pin pad notgood",换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-01,TypeC類,TypeC2,TPE-20210315-036,"接口損壞,pin pad notgood",换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-02,TypeC類,TypeC3,TPE-20240527-167,JSSD1 pin pad 被氧化->TBT Fail,清理一下,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-02,TypeC類,TypeC3,TPE-20240527-134,JSSD1 pin pad 被氧化->TBT Fail,清理一下,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-02,TypeC類,TypeC3,TPE-20240527-257,"failEDID,4K,TBT 由背面没有信号3.0",已经换接口，IC SWU14→NG,自然磨損,1.0,3.0,,等修复
CHV,CHVP2,A31(AFT）,2025-10-03,TypeC類,TypeC3 Plus,TPE-20250417-052,可能产线用Type-C线不对,重测 pass,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-03,TypeC類,TypeC3,TPE-20240527-157,NTF,重测 pass,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-03,HDMI類,HDMI2.0,TPE-20230822-057,IC TMDS181 損壞,换IC ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-03,TypeC類,TypeC2,TPE-20221205-093,"接口損壞,pin pad notgood","换接口,跳线",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-07,TypeC類,TypeC3 Plus,TPE-20250417-175,KDB10 测试Fail,重测 pass,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-07,TypeC類,TypeC3 Plus,TPE-20250417-155,KDB10 测试Fail,重测 pass,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-07,TypeC類,TypeC3 Plus,TPE-20250417-204,KDB10 测试Fail,重测 pass,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-07,TypeC類,TypeC3 Plus,TPE-20250417-141,KDB10 测试Fail,重测 pass,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-07,TypeC類,TypeC3 Plus,TPE-20250211-026,KDB10 测试Fail,重测 pass,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-09,TypeC類,TypeC3 Plus,TPE-20250417-141,KDB10 测试Fail,重测 pass,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-09,TypeC類,TypeC3,TPE-20230710-075,用旧版,更新4.90.3 版本,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-09,TypeC類,TypeC2,TPE-20221205-268,"接口損壞,pin pad notgood","换接口,跳线-->>NG",自然磨損,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2025-10-13,TypeC類,TypeC3,TPE-20230710-279,用旧版,更新4.90.3 版本,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-13,VSB類,VSB DP,TPE-20250102-041,接口接续不好,重焊接,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-13,DP類,DP1.4,TPE-20210623-099,白屏,换case卡,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-15,DP類,DP1.4,TPE-20210623-012,白屏,卡接续不良，重插卡,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-15,HDMI類,HDMI2.1,TPE-20230425-014,白屏,卡接续不良，重插卡,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-15,TypeC類,TypeC3 Plus,TPE-20250417-237,右面不开始,更新SN,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-20,TypeC類,TypeC2,TPE-20221205-224,"接口損壞,pin pad notgood","换接口,跳线",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-20,TypeC類,TypeC2,TPE-20210315-023,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-20,TypeC類,TypeC2,TPE-20210315-125,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-20,TypeC類,TypeC2,TPE-20221205-052,"接口損壞,pin pad notgood","换接口,跳线",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-20,TypeC類,TypeC2,TPE-20221205-081,"接口損壞,pin pad notgood","换接口,跳线",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-20,TypeC類,TypeC2,TPE-20210315-278,接口損壞,"换接口,rework barrel,更新FW",自然磨損,1.0,1.5,,OK
CHV,CHVP4,ABO区,2025-10-21,TypeC類,TypeC3 Plus,TPE-20250417-172,"1个PORT ok,1个port NG","要换ESD,SWQ39,IC U45",自然磨損,1.0,1.0,,等修复
CHV,CHVP4,ABO区,2025-10-21,TypeC類,TypeC3 Plus,TPE-20250417-160,两个PORT ESD 烧掉,"换ESD,电阻,IC SWU12-20",自然磨損,1.0,1.0,,OK
CHV,CHVP4,ABO区,2025-10-21,TypeC類,TypeC3 Plus,TPE-20250417-234,两个PORT ESD 烧掉,"换ESD,电阻,IC SWU12-20",自然磨損,1.0,1.0,,OK
CHV,CHVP4,ABO区,2025-10-21,TypeC類,TypeC3 Plus,TPE-20250417-008,两个PORT ESD 烧掉,"换ESD,电阻,IC SWU12-20",自然磨損,1.0,1.0,,OK
CHV,CHVP4,ABO区,2025-10-21,TypeC類,TypeC3 Plus,TPE-20250417-010,两个PORT ESD 烧掉,"换ESD,电阻,IC SWU12-20,U45",自然磨損,1.0,1.0,,OK
CHV,CHVP4,ABO区,2025-10-21,TypeC類,TypeC3 Plus,TPE-20250417-206,两个PORT ESD 烧掉,"换ESD,电阻,IC SWU12-20",自然磨損,1.0,1.0,,OK
CHV,CHVP4,ABO区,2025-10-21,TypeC類,TypeC3 Plus,TPE-20250417-115,两个PORT ESD 烧掉,"换ESD,电阻,IC SWU12-20",自然磨損,1.0,1.0,,OK
CHV,CHVP4,ABO区,2025-10-21,TypeC類,TypeC3 Plus,TPE-20250417-012,两个PORT ESD 烧掉,"换ESD,电阻,IC SWU12-20",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-22,TypeC類,TypeC2,TPE-20210315-086,接口損壞,"换接口,rework barrel,更新FW",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-22,TypeC類,TypeC2,TPE-20210315-056,"接口損壞,pin pad notgood","换接口,跳线",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-22,TypeC類,TypeC2,TPE-20210315-084,"接口損壞,pin pad notgood","换接口,跳线",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-23,TypeC類,TypeC2,TPE-20210315-026,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-27,VSB類,VSB DP,TPE-20250102-055,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-27,VSB類,VSB DP,TPE-20250102-031,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-10-28,TypeC類,TypeC3 Plus,TPE-20250211-140,用旧版,更新FW 3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-28,TypeC類,TypeC3 Plus,TPE-20250211-106,test fail TBT,等换IC U26,自然磨損,1.0,1.0,,等修复
CHV,CHVP2,A31(AFT）,2025-10-29,TypeC類,TypeC3 Plus,TPE-20250417-009,没有信号2.0/3.0,换MXU1,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-10-31,TypeC類,TypeC3 Plus,TPE-20250417-081,Fail 3.2 speed,换U盘,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-01,HDMI類,HDMI2.1,TPE-20230816-015,白屏,fan connect,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-01,TypeC類,TypeC3 Plus,TPE-20250417-012,Fail 3.2 speed,换U盘,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-04,TypeC類,TypeC3 Plus,TPE-20250417-066,更新FW,更新FW,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-05,TypeC類,TypeC2,TPE-20210315-017,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-05,DP類,DP1.4,TPE-20210623-052,白屏,换case卡,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-05,VSB類,VSB DP,TPE-20250213-072,接口接续不好,重焊接,自然磨損,1.0,1.5,,OK
